acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,loudness,valence,loudness_instrumentalness_diff,energy_instrumentalness_diff,danceability_energy_diff,popularity
0.0048,0.7,202960,0.709,0.0,0.029,0.0838,-5.006,0.624,5.006,0.709,0.009000000000000008,76
6.79e-05,0.487,204000,0.9,0.0,0.358,0.0482,-4.417,0.484,4.417,0.9,0.41300000000000003,76
0.101,0.768,173027,0.864,0.0,0.162,0.0324,-6.145,0.891,6.145,0.864,0.09599999999999997,80
0.025,0.735,224960,0.873,3.27e-06,0.265,0.0402,-3.493,0.586,3.49300327,0.87299673,0.138,70
0.139,0.669,243493,0.727,0.0,0.123,0.0353,-7.588,0.807,7.588,0.727,0.05799999999999994,75
0.34,0.52,258787,0.652,5.49e-05,0.256,0.0274,-6.655,0.722,6.6550549000000006,0.6519451,0.132,76
0.0655,0.647,240693,0.514,0.0,0.398,0.0593,-10.05,0.386,10.05,0.514,0.133,87
0.0425,0.512,280040,0.574,2.31e-05,0.105,0.0273,-7.016,0.161,7.0160231,0.5739768999999999,0.061999999999999944,73
0.202,0.759,211067,0.699,0.000131,0.443,0.0307,-5.745,0.907,5.745131,0.698869,0.06000000000000005,78
0.0303,0.767,285027,0.856,1.91e-06,0.36,0.041,-2.715,0.747,2.71500191,0.8559980899999999,0.08899999999999997,64
0.286,0.688,210480,0.375,0.0,0.133,0.0535,-9.601,0.45,9.601,0.375,0.31299999999999994,68
0.0647,0.575,244667,0.886,0.000187,0.709,0.034,-5.182,0.609,5.182187000000001,0.885813,0.31100000000000005,75
0.0097,0.515,238640,0.43,0.000133,0.129,0.0372,-9.935,0.104,9.935133,0.429867,0.08500000000000002,85
0.16,0.816,270587,0.775,0.00031,0.0543,0.234,-3.323,0.527,3.3233099999999998,0.77469,0.040999999999999925,83
0.000147,0.502,292880,0.89,0.0117,0.217,0.0364,-5.175,0.259,5.1867,0.8783,0.388,83
0.179,0.666,268427,0.855,1.2e-06,0.0987,0.0295,-5.051,0.803,5.0510012,0.8549988,0.18899999999999995,83
0.00125,0.315,289533,0.715,7.97e-06,0.0942,0.0362,-8.072,0.497,8.07200797,0.71499203,0.39999999999999997,82
0.0021,0.592,329733,0.767,0.00165,0.127,0.027,-2.788,0.328,2.78965,0.76535,0.17500000000000004,81
0.0103,0.434,167067,0.897,0.0,0.612,0.0488,-4.918,0.684,4.918,0.897,0.463,81
0.0158,0.309,306440,0.649,0.00591,0.367,0.035,-8.994,0.312,8.99991,0.64309,0.34,81
0.00704,0.523,180160,0.943,3.81e-05,0.0579,0.0337,-4.203,0.766,4.2030381000000006,0.9429618999999999,0.41999999999999993,80
0.257,0.689,213307,0.694,0.0,0.148,0.027,-5.83,0.482,5.83,0.694,0.0050000000000000044,80
0.00293,0.442,181533,0.943,8.71e-06,0.091,0.0602,-3.205,0.781,3.20500871,0.9429912899999999,0.5009999999999999,80
0.0163,0.294,536067,0.641,0.22,0.112,0.0291,-9.316,0.226,9.536000000000001,0.42100000000000004,0.34700000000000003,80
0.161,0.565,295533,0.564,0.0,0.114,0.0292,-10.044,0.454,10.044,0.564,0.0010000000000000009,80
0.0126,0.391,148360,0.951,0.000378,0.0878,0.0692,-7.419,0.468,7.419378,0.950622,0.5599999999999999,79
0.0251,0.743,214400,0.675,0.000717,0.0685,0.0953,-4.267,0.59,4.267717,0.6742830000000001,0.06799999999999995,79
0.0576,0.559,264307,0.345,0.000105,0.141,0.0459,-13.496,0.458,13.496105,0.34489499999999995,0.21400000000000008,81
0.0335,0.356,357267,0.917,0.0,0.406,0.0479,-6.006,0.518,6.006,0.917,0.561,79
0.00178,0.674,121160,0.789,0.00708,0.0753,0.0676,-6.903,0.918,6.91008,0.7819200000000001,0.11499999999999999,78
0.0211,0.496,336000,0.739,0.00444,0.106,0.0415,-7.193,0.378,7.197439999999999,0.73456,0.243,78
0.199,0.256,281160,0.641,0.0329,0.0853,0.0552,-10.283,0.382,10.3159,0.6081,0.385,78
0.00316,0.458,255373,0.795,0.000202,0.0756,0.0574,-3.265,0.513,3.265202,0.794798,0.337,79
0.315,0.452,312360,0.524,0.0,0.103,0.0351,-10.108,0.246,10.108,0.524,0.07200000000000001,78
0.245,0.42,295600,0.33,0.000679,0.0677,0.0275,-13.925,0.175,13.925679,0.32932100000000003,0.08999999999999997,78
0.0395,0.731,200373,0.867,0.0,0.0861,0.032,-5.881,0.776,5.881,0.867,0.136,78
0.0561,0.853,227600,0.606,0.0,0.313,0.0713,-4.596,0.654,4.596,0.606,0.247,77
0.023,0.526,208680,0.749,1.76e-06,0.0692,0.0283,-6.964,0.421,6.96400176,0.74899824,0.22299999999999998,77
2.55e-05,0.502,301920,0.912,0.000173,0.106,0.0564,-4.556,0.72,4.556173,0.911827,0.41000000000000003,78
0.00182,0.456,283733,0.59,0.00379,0.104,0.0327,-8.638,0.243,8.64179,0.58621,0.13399999999999995,78
0.0779,0.595,215907,0.717,0.00274,0.108,0.0295,-4.803,0.547,4.80574,0.71426,0.122,79
0.68,0.663,289067,0.296,0.00837,0.0879,0.0294,-18.09,0.359,18.09837,0.28763,0.36700000000000005,77
0.581,0.657,234493,0.639,0.0,0.278,0.0412,-7.527,0.674,7.527,0.639,0.018000000000000016,77
0.183,0.578,272293,0.817,3.06e-06,0.285,0.0363,-6.542,0.726,6.54200306,0.8169969399999999,0.239,77
0.0279,0.765,298773,0.29,0.0,0.571,0.139,-17.117,0.506,17.117,0.29,0.47500000000000003,76
0.303,0.867,304600,0.646,0.0,0.279,0.288,-4.674,0.67,4.674,0.646,0.22099999999999997,76
0.0163,0.767,266200,0.787,0.583,0.0513,0.0331,-9.897,0.964,10.48,0.20400000000000007,0.020000000000000018,76
0.363,0.585,212200,0.494,0.0,0.0886,0.0353,-8.751,0.634,8.751,0.494,0.09099999999999997,77
0.0268,0.682,182747,0.765,3.42e-05,0.188,0.0395,-5.021,0.567,5.0210342,0.7649658,0.08299999999999996,76
0.845,0.332,271093,0.214,5.62e-06,0.0839,0.0349,-12.518,0.11,12.51800562,0.21399437999999998,0.11800000000000002,76
1.83e-05,0.465,235293,0.919,2.07e-05,0.262,0.0408,-4.025,0.537,4.025020700000001,0.9189793,0.454,76
0.183,0.475,153467,0.432,0.0,0.161,0.0302,-7.844,0.648,7.844,0.432,0.04299999999999998,76
0.247,0.52,263560,0.709,1.78e-05,0.18,0.0352,-7.125,0.536,7.1250178,0.7089822,0.18899999999999995,76
0.0082,0.652,239027,0.917,0.0,0.0509,0.0548,-6.72,0.459,6.72,0.917,0.265,76
0.587,0.704,213394,0.861,0.0615,0.0992,0.0493,-4.221,0.636,4.2825,0.7995,0.15700000000000003,76
0.0416,0.869,268400,0.68,1.12e-06,0.0914,0.318,-6.233,0.815,6.23300112,0.6799988800000001,0.18899999999999995,76
0.000217,0.35,318587,0.828,0.000161,0.0774,0.041,-5.373,0.147,5.3731610000000005,0.827839,0.478,76
0.0204,0.488,257827,0.862,0.0,0.359,0.0476,-7.595,0.706,7.595,0.862,0.374,76
0.000509,0.375,258773,0.893,0.0,0.187,0.0406,-4.097,0.434,4.097,0.893,0.518,76
0.00016,0.5,218920,0.824,0.00161,0.0916,0.0388,-5.846,0.539,5.84761,0.82239,0.32399999999999995,75
0.00277,0.566,331560,0.834,0.008,0.0625,0.0298,-8.412,0.621,8.42,0.826,0.268,75
0.245,0.392,276187,0.534,0.00104,0.155,0.0369,-8.793,0.325,8.794039999999999,0.53296,0.14200000000000002,75
0.103,0.622,220293,0.807,0.0,0.306,0.408,-6.752,0.892,6.752,0.807,0.18500000000000005,75
0.00178,0.394,292581,0.944,4.54e-06,0.298,0.0761,-6.506,0.265,6.50600454,0.9439954599999999,0.5499999999999999,75
0.0783,0.439,274707,0.434,4.87e-05,0.14,0.0265,-14.918,0.204,14.9180487,0.4339513,0.0050000000000000044,75
0.0175,0.531,178000,0.909,0.0,0.231,0.034,-4.236,0.814,4.236,0.909,0.378,75
0.425,0.483,261093,0.753,0.000142,0.257,0.0832,-8.937,0.42,8.937142,0.752858,0.27,75
0.0638,0.36,264067,0.501,9.32e-05,0.172,0.0258,-9.129,0.324,9.1290932,0.5009068,0.14100000000000001,75
6.2e-05,0.398,260027,0.927,0.000177,0.0575,0.0567,-4.212,0.311,4.212177,0.9268230000000001,0.529,75
0.117,0.383,353027,0.659,0.0,0.0778,0.0312,-5.558,0.327,5.558,0.659,0.276,75
0.619,0.389,217107,0.476,5.09e-05,0.255,0.0316,-9.342,0.566,9.3420509,0.47594909999999996,0.08699999999999997,75
0.00181,0.671,214883,0.882,0.667,0.285,0.0552,-6.149,0.787,6.816,0.21499999999999997,0.21099999999999997,75
0.0167,0.812,197960,0.879,0.224,0.366,0.0397,-10.998,0.962,11.222,0.655,0.06699999999999995,75
0.00752,0.284,340907,0.875,0.000461,0.402,0.0422,-6.069,0.595,6.0694609999999996,0.874539,0.591,75
0.00165,0.619,211933,0.67,0.0109,0.331,0.0353,-10.322,0.777,10.332899999999999,0.6591,0.051000000000000045,74
0.0868,0.37,316693,0.866,0.0,0.137,0.0384,-3.879,0.427,3.879,0.866,0.496,74
0.0724,0.419,257480,0.383,0.0176,0.0896,0.0256,-11.782,0.35,11.7996,0.3654,0.035999999999999976,74
5.59e-05,0.404,258467,0.72,0.836,0.0466,0.0623,-9.18,0.475,10.016,0.11599999999999999,0.31599999999999995,74
0.00631,0.715,213093,0.833,0.0,0.164,0.108,-5.379,0.612,5.379,0.833,0.118,74
0.644,0.663,191027,0.477,0.0,0.122,0.0414,-8.839,0.643,8.839,0.477,0.18600000000000005,74
0.209,0.6,253533,0.706,0.0,0.125,0.361,-7.899,0.58,7.899,0.706,0.10599999999999998,74
0.304,0.849,248867,0.521,1.65e-06,0.115,0.216,-12.999,0.763,12.99900165,0.52099835,0.32799999999999996,74
0.088,0.723,188667,0.895,0.0,0.0717,0.102,-3.707,0.963,3.707,0.895,0.17200000000000004,74
0.0344,0.704,193953,0.636,0.0,0.35,0.0252,-6.029,0.89,6.029,0.636,0.06799999999999995,73
0.00271,0.556,159227,0.92,0.00021,0.117,0.0367,-4.606,0.771,4.60621,0.91979,0.364,73
0.0291,0.897,208267,0.611,0.186,0.0894,0.211,-10.489,0.769,10.675,0.425,0.28600000000000003,73
0.615,0.467,320267,0.324,0.0248,0.118,0.0255,-10.451,0.166,10.475800000000001,0.2992,0.14300000000000002,73
0.0128,0.845,257400,0.884,2.1e-06,0.203,0.0759,-4.506,0.904,4.5060021,0.8839979,0.039000000000000035,73
0.732,0.428,280000,0.276,5.33e-06,0.117,0.0312,-11.729,0.0382,11.72900533,0.27599467,0.15199999999999997,73
0.17,0.621,300773,0.901,0.0,0.0875,0.0302,-5.396,0.744,5.396,0.901,0.28,73
0.165,0.383,298760,0.662,0.0,0.248,0.0333,-5.162,0.138,5.162,0.662,0.279,73
0.403,0.555,277267,0.698,0.0,0.0851,0.0287,-8.874,0.816,8.874,0.698,0.1429999999999999,73
0.00414,0.425,243160,0.954,0.0,0.0555,0.0476,-3.756,0.933,3.756,0.954,0.5289999999999999,73
0.00547,0.798,211213,0.625,7.98e-05,0.103,0.0548,-9.689,0.858,9.6890798,0.6249202,0.17300000000000004,73
0.0117,0.801,202583,0.948,0.457,0.025,0.0386,-4.623,0.968,5.08,0.49099999999999994,0.1469999999999999,73
0.00832,0.64,268360,0.864,0.0,0.123,0.0314,-6.576,0.701,6.576,0.864,0.22399999999999998,73
0.3,0.725,218360,0.583,0.000238,0.0665,0.0427,-9.942,0.762,9.942238,0.582762,0.14200000000000002,73
0.00456,0.867,257360,0.517,0.000339,0.0864,0.0875,-13.222,0.866,13.222339,0.516661,0.35,73
0.156,0.429,265000,0.594,4.95e-06,0.1,0.0277,-6.251,0.236,6.2510049500000004,0.59399505,0.16499999999999998,73
0.0393,0.535,320267,0.505,0.0,0.0923,0.245,-8.926,0.495,8.926,0.505,0.030000000000000027,73
0.00356,0.956,429533,0.795,0.889,0.0906,0.15,-5.311,0.841,6.2,0.09399999999999997,0.16099999999999992,73
0.0453,0.865,268827,0.665,0.0,0.224,0.073,-6.289,0.331,6.289,0.665,0.19999999999999996,73
0.207,0.709,291293,0.824,0.000307,0.0888,0.0453,-8.824,0.867,8.824307,0.823693,0.11499999999999999,80
0.127,0.84,225993,0.728,0.00114,0.114,0.0436,-8.473,0.74,8.47414,0.72686,0.11199999999999999,68
0.576,0.724,243067,0.436,1.19e-06,0.0908,0.0282,-9.321,0.324,9.32100119,0.43599881,0.288,71
0.018,0.573,225280,0.902,0.00125,0.0928,0.054,-7.638,0.876,7.63925,0.90075,0.32900000000000007,85
0.0984,0.583,226827,0.905,0.00019,0.0593,0.0733,-6.132,0.646,6.13219,0.90481,0.32200000000000006,73
0.559,0.822,251573,0.478,0.0073,0.0813,0.0343,-8.746,0.722,8.753300000000001,0.4707,0.344,68
0.225,0.668,252773,0.73,0.0,0.188,0.0366,-7.182,0.894,7.182,0.73,0.061999999999999944,74
0.0236,0.92,293827,0.654,0.0153,0.036,0.0401,-3.051,0.847,3.0663,0.6387,0.266,84
0.0613,0.497,255733,0.719,0.0,0.411,0.0266,-9.397,0.547,9.397,0.719,0.22199999999999998,75
0.0183,0.508,216053,0.834,0.0,0.0732,0.0386,-6.205,0.774,6.205,0.834,0.32599999999999996,81
0.121,0.869,339320,0.648,2.17e-05,0.126,0.0633,-8.698,0.9,8.6980217,0.6479783,0.22099999999999997,77
0.356,0.504,183440,0.904,0.121,0.14,0.179,-6.863,0.772,6.984,0.783,0.4,84
0.219,0.851,226880,0.406,6.41e-06,0.0853,0.0661,-11.631,0.792,11.63100641,0.40599359,0.44499999999999995,69
0.152,0.744,260493,0.583,8.54e-05,0.0248,0.0427,-12.595,0.851,12.5950854,0.5829146,0.16100000000000003,61
0.22,0.71,238267,0.799,0.000602,0.349,0.0328,-4.897,0.725,4.897602,0.798398,0.08900000000000008,78
0.186,0.652,208507,0.654,0.0,0.162,0.0275,-7.679,0.708,7.679,0.654,0.0020000000000000018,55
0.347,0.645,251489,0.795,0.00389,0.104,0.0527,-12.095,0.535,12.09889,0.7911100000000001,0.15000000000000002,86
0.0778,0.532,249293,0.887,0.000214,0.294,0.0335,-3.757,0.795,3.7572140000000003,0.886786,0.355,84
0.011,0.31,255493,0.7,0.00965,0.0828,0.047,-5.678,0.763,5.68765,0.6903499999999999,0.38999999999999996,83
0.257,0.671,295893,0.373,8.01e-05,0.0481,0.0323,-18.064,0.732,18.0640801,0.37291989999999997,0.29800000000000004,82
0.225,0.692,216933,0.711,0.0,0.12,0.0317,-7.498,0.875,7.498,0.711,0.019000000000000017,82
0.659,0.625,300840,0.533,0.00266,0.0546,0.0596,-11.903,0.139,11.905660000000001,0.53034,0.09199999999999997,82
0.0495,0.776,258040,0.867,7.92e-06,0.197,0.0479,-3.704,0.918,3.70400792,0.8669920799999999,0.09099999999999997,81
0.13,0.574,300107,0.628,0.0,0.271,0.036,-8.815,0.803,8.815,0.628,0.05400000000000005,79
0.04,0.523,244587,0.769,0.0,0.136,0.0269,-5.855,0.876,5.855,0.769,0.246,79
0.115,0.721,213573,0.939,3.79e-05,0.108,0.0376,-11.823,0.914,11.823037900000001,0.9389620999999999,0.21799999999999997,78
0.0804,0.743,188987,0.836,0.0,0.384,0.116,-6.465,0.82,6.465,0.836,0.09299999999999997,78
0.0663,0.541,222707,0.96,2.25e-06,0.344,0.0505,-2.947,0.812,2.94700225,0.95999775,0.41899999999999993,80
0.271,0.62,231333,0.573,0.0,0.0607,0.0423,-11.893,0.897,11.893,0.573,0.04700000000000004,78
0.247,0.853,257760,0.981,0.468,0.306,0.0751,-3.947,0.595,4.415,0.5129999999999999,0.128,79
0.000202,0.54,295516,0.429,0.355,0.141,0.0285,-11.822,0.113,12.177,0.07400000000000001,0.11100000000000004,78
0.462,0.5,153800,0.501,0.0,0.26,0.0376,-8.284,0.623,8.284,0.501,0.0010000000000000009,78
0.0755,0.701,197707,0.944,0.0,0.601,0.0455,-2.986,0.792,2.986,0.944,0.243,78
0.193,0.477,304787,0.471,1.76e-06,0.131,0.0277,-10.036,0.423,10.03600176,0.47099823999999996,0.006000000000000005,78
0.0116,0.596,238733,0.869,0.173,0.0678,0.037,-11.97,0.944,12.143,0.696,0.273,78
0.0115,0.527,241307,0.942,0.0,0.188,0.0366,-5.64,0.495,5.64,0.942,0.4149999999999999,77
0.171,0.572,241600,0.835,0.000377,0.0702,0.0317,-6.219,0.795,6.219377000000001,0.834623,0.263,77
0.313,0.711,296800,0.292,0.0,0.131,0.037,-15.523,0.194,15.523,0.292,0.419,77
0.258,0.73,226653,0.487,0.01,0.0852,0.0303,-10.991,0.731,11.001,0.477,0.243,77
0.234,0.751,190627,0.501,0.112,0.0467,0.0551,-12.151,0.902,12.263,0.389,0.25,77
0.36,0.916,237000,0.72,0.00016,0.0958,0.1,-8.548,0.76,8.54816,0.7198399999999999,0.19600000000000006,77
0.00111,0.465,284027,0.977,0.00298,0.201,0.175,-3.839,0.233,3.84198,0.97402,0.512,77
0.0465,0.382,243360,0.589,0.0,0.122,0.0267,-7.315,0.335,7.315,0.589,0.20699999999999996,77
0.0901,0.446,356067,0.952,0.0857,0.112,0.0523,-5.321,0.624,5.4067,0.8663,0.506,77
0.0158,0.625,280400,0.726,0.000169,0.0625,0.0444,-11.402,0.507,11.402168999999999,0.725831,0.10099999999999998,77
0.0628,0.529,310333,0.843,0.000827,0.0608,0.0616,-6.908,0.188,6.9088270000000005,0.842173,0.31399999999999995,77
0.0204,0.675,228000,0.649,0.0,0.0959,0.0319,-10.271,0.596,10.271,0.649,0.026000000000000023,76
0.326,0.535,175173,0.716,0.0,0.659,0.0431,-5.025,0.901,5.025,0.716,0.18099999999999994,76
0.132,0.817,245640,0.599,0.000311,0.0873,0.0328,-9.249,0.548,9.249311,0.598689,0.21799999999999997,76
0.145,0.431,267360,0.723,0.0,0.374,0.0568,-5.887,0.19,5.887,0.723,0.292,76
0.0135,0.564,277477,0.774,0.00191,0.0861,0.0368,-9.424,0.657,9.42591,0.77209,0.21000000000000008,76
0.212,0.623,256000,0.449,0.0,0.0613,0.0253,-13.333,0.572,13.333,0.449,0.174,76
0.0299,0.643,270333,0.802,0.0,0.0719,0.0227,-4.92,0.53,4.92,0.802,0.15900000000000003,76
0.0891,0.617,244707,0.533,4.04e-06,0.0415,0.0651,-11.516,0.835,11.51600404,0.53299596,0.08399999999999996,76
0.501,0.516,288733,0.549,0.00572,0.184,0.0373,-13.741,0.907,13.74672,0.5432800000000001,0.03300000000000003,76
0.0436,0.631,213067,0.932,0.137,0.0918,0.0354,-4.142,0.971,4.279,0.795,0.30100000000000005,76
0.551,0.446,336453,0.239,4.1e-06,0.0697,0.0316,-13.945,0.298,13.9450041,0.23899589999999998,0.20700000000000002,76
0.416,0.554,162467,0.783,1.54e-06,0.631,0.0457,-5.852,0.813,5.852001540000001,0.7829984600000001,0.22899999999999998,76
0.241,0.544,215133,0.897,0.0,0.13,0.0471,-6.056,0.647,6.056,0.897,0.353,75
0.332,0.548,256173,0.294,3.34e-06,0.0392,0.0333,-17.112,0.491,17.112003339999998,0.29399665999999997,0.25400000000000006,75
0.0405,0.724,273173,0.498,8.56e-05,0.0761,0.0423,-13.083,0.823,13.0830856,0.4979144,0.22599999999999998,75
0.184,0.731,236920,0.738,0.0,0.214,0.0377,-8.125,0.958,8.125,0.738,0.007000000000000006,75
0.000244,0.554,195147,0.963,0.0702,0.431,0.035,-3.762,0.918,3.8322,0.8927999999999999,0.4089999999999999,75
0.0261,0.62,175747,0.936,0.0,0.0679,0.0308,-4.593,0.763,4.593,0.936,0.31600000000000006,76
0.052,0.661,296080,0.908,0.0,0.0708,0.039,-4.897,0.656,4.897,0.908,0.247,75
0.333,0.742,240280,0.883,7.51e-06,0.0964,0.0329,-3.419,0.978,3.41900751,0.88299249,0.14100000000000001,75
0.8,0.395,264333,0.252,0.0,0.101,0.0301,-13.589,0.126,13.589,0.252,0.14300000000000002,75
0.168,0.66,263040,0.816,0.0181,0.0608,0.0299,-6.61,0.678,6.6281,0.7978999999999999,0.15599999999999992,74
0.126,0.878,365467,0.821,0.0461,0.183,0.089,-9.875,0.947,9.9211,0.7748999999999999,0.05700000000000005,74
0.0964,0.768,234333,0.829,2.92e-05,0.097,0.0313,-5.109,0.962,5.1090292,0.8289708,0.06099999999999994,74
0.00067,0.539,515387,0.828,0.421,0.154,0.035,-9.108,0.562,9.529,0.407,0.2889999999999999,74
0.0771,0.712,287733,0.967,0.0,0.356,0.047,-5.206,0.895,5.206,0.967,0.255,74
0.198,0.58,206360,0.498,0.0,0.132,0.0277,-6.901,0.111,6.901,0.498,0.08199999999999996,74
0.179,0.808,220627,0.535,9.91e-05,0.158,0.0353,-12.521,0.848,12.5210991,0.5349009,0.273,74
0.182,0.776,280000,0.763,0.00647,0.077,0.0534,-8.124,0.82,8.13047,0.75653,0.013000000000000012,74
0.243,0.748,262240,0.551,1.57e-06,0.0943,0.0239,-9.054,0.65,9.05400157,0.55099843,0.19699999999999995,74
0.589,0.62,155880,0.446,0.0299,0.0727,0.0347,-14.451,0.868,14.4809,0.4161,0.174,74
0.574,0.454,294720,0.788,0.000766,0.0859,0.0371,-6.748,0.52,6.748766,0.787234,0.334,74
0.0114,0.653,220400,0.73,1.03e-05,0.0754,0.043,-10.613,0.894,10.6130103,0.7299897,0.07699999999999996,74
0.638,0.418,218733,0.452,0.00026,0.0959,0.0356,-13.099,0.168,13.099260000000001,0.45174000000000003,0.03400000000000003,74
0.13,0.252,308667,0.802,0.0146,0.309,0.0391,-3.976,0.253,3.9906,0.7874000000000001,0.55,74
0.0353,0.367,520787,0.452,0.00228,0.689,0.0307,-10.422,0.189,10.424280000000001,0.44972,0.08500000000000002,74
0.0504,0.765,178360,0.476,2.76e-06,0.165,0.0329,-13.487,0.965,13.48700276,0.47599724,0.28900000000000003,74
0.0327,0.28,270080,0.908,8.85e-06,0.18,0.109,-5.509,0.26,5.509008850000001,0.9079911500000001,0.628,73
0.0811,0.692,193120,0.422,0.0,0.0848,0.0333,-10.533,0.468,10.533,0.422,0.26999999999999996,73
0.011,0.712,251067,0.549,0.0,0.118,0.0254,-9.484,0.552,9.484,0.549,0.16299999999999992,73
0.0148,0.439,236933,0.422,4.84e-05,0.0697,0.0409,-17.227,0.551,17.2270484,0.4219516,0.017000000000000015,73
0.117,0.678,274467,0.727,0.00396,0.354,0.0258,-7.844,0.71,7.8479600000000005,0.72304,0.04899999999999993,73
0.736,0.78,322133,0.565,0.00269,0.063,0.0306,-7.32,0.365,7.322690000000001,0.56231,0.21500000000000008,73
0.0127,0.502,219667,0.924,0.0,0.162,0.0503,-6.299,0.922,6.299,0.924,0.42200000000000004,73
0.0195,0.453,273480,0.987,0.283,0.268,0.0889,-4.485,0.316,4.768000000000001,0.704,0.534,73
0.121,0.558,260573,0.768,0.0626,0.124,0.0343,-9.997,0.429,10.0596,0.7054,0.20999999999999996,73
0.0165,0.756,304133,0.422,0.00183,0.0368,0.0292,-12.967,0.487,12.96883,0.42017,0.334,73
0.0245,0.616,348333,0.685,1.13e-05,0.0491,0.04,-15.289,0.895,15.2890113,0.6849887,0.06900000000000006,73
0.304,0.724,242733,0.822,1.38e-05,0.0553,0.0333,-4.374,0.964,4.374013799999999,0.8219862,0.09799999999999998,73
0.193,0.799,215773,0.687,0.000188,0.0307,0.0431,-5.682,0.965,5.682188,0.6868120000000001,0.11199999999999999,73
0.000373,0.398,278680,0.952,7.75e-05,0.1,0.061,-6.042,0.584,6.0420774999999995,0.9519225,0.5539999999999999,73
0.00122,0.526,210227,0.978,4.75e-05,0.0744,0.108,-5.436,0.451,5.4360475,0.9779525,0.45199999999999996,73
0.288,0.685,302413,0.584,0.00918,0.124,0.0276,-10.616,0.939,10.62518,0.57482,0.10100000000000009,72
0.368,0.583,229240,0.602,0.0,0.22,0.0274,-6.364,0.388,6.364,0.602,0.019000000000000017,72
0.281,0.758,169840,0.612,0.00288,0.0954,0.0598,-11.403,0.822,11.40588,0.60912,0.14600000000000002,78
0.345,0.48,200560,0.542,0.000609,0.113,0.0348,-8.51,0.567,8.510609,0.5413910000000001,0.062000000000000055,76
0.112,0.589,256427,0.384,2.8e-05,0.0596,0.0332,-15.075,0.354,15.075028,0.38397200000000004,0.20499999999999996,74
0.00574,0.579,391376,0.508,0.000494,0.0575,0.027,-9.484,0.609,9.484494,0.507506,0.07099999999999995,57
0.432,0.601,281613,0.532,6.25e-06,0.0925,0.0286,-9.119,0.341,9.11900625,0.53199375,0.06899999999999995,80
0.105,0.633,245200,0.357,0.0,0.133,0.0264,-9.366,0.674,9.366,0.357,0.276,73
0.62,0.747,216907,0.663,5.24e-05,0.0861,0.0545,-9.415,0.606,9.415052399999999,0.6629476000000001,0.08399999999999996,71
0.358,0.543,230400,0.87,0.000939,0.792,0.0428,-6.514,0.754,6.514939,0.869061,0.32699999999999996,82
0.649,0.572,225027,0.214,0.129,0.125,0.0293,-15.625,0.485,15.754,0.08499999999999999,0.358,75
0.000678,0.489,371413,0.758,0.49,0.092,0.0297,-6.491,0.435,6.981,0.268,0.269,76
0.388,0.307,266960,0.433,9.08e-05,0.332,0.029,-10.057,0.224,10.057090800000001,0.4329092,0.126,84
0.061,0.574,208400,0.913,0.00158,0.156,0.133,-4.793,0.423,4.79458,0.91142,0.3390000000000001,84
0.0664,0.741,160133,0.697,2.28e-05,0.133,0.0277,-7.028,0.774,7.0280228,0.6969772,0.04400000000000004,83
0.0644,0.828,257800,0.492,0.00428,0.128,0.0276,-9.744,0.789,9.74828,0.48772,0.33599999999999997,82
0.292,0.59,185360,0.338,0.0131,0.121,0.03,-13.101,0.322,13.1141,0.3249,0.25199999999999995,73
0.214,0.768,271240,0.852,7.36e-05,0.0723,0.038,-6.215,0.867,6.2150736,0.8519264,0.08399999999999996,81
0.02,0.749,292613,0.491,0.00899,0.159,0.0403,-9.655,0.536,9.66399,0.48201,0.258,81
0.181,0.596,283800,0.605,0.000331,0.0863,0.0255,-12.145,0.886,12.145330999999999,0.604669,0.009000000000000008,80
0.652,0.388,303373,0.338,3.73e-06,0.248,0.0329,-10.054,0.478,10.05400373,0.33799627000000004,0.04999999999999999,79
0.457,0.527,125093,0.415,1.72e-05,0.117,0.122,-11.451,0.515,11.4510172,0.4149828,0.11200000000000004,79
0.0288,0.702,285373,0.773,0.00871,0.147,0.0343,-9.256,0.953,9.264710000000001,0.76429,0.07100000000000006,79
0.828,0.554,241787,0.315,5.53e-06,0.101,0.0298,-11.028,0.325,11.02800553,0.31499447,0.23900000000000005,78
0.58,0.338,482830,0.34,0.0032,0.116,0.0339,-12.049,0.197,12.0522,0.33680000000000004,0.0020000000000000018,78
0.009,0.545,270213,0.67,0.000822,0.0451,0.0496,-8.81,0.481,8.810822,0.669178,0.125,79
0.228,0.732,179573,0.803,0.0,0.659,0.202,-10.817,0.776,10.817,0.803,0.07100000000000006,62
0.0708,0.721,261413,0.521,0.00545,0.127,0.0613,-8.123,0.942,8.128449999999999,0.5155500000000001,0.19999999999999996,78
0.00088,0.377,285133,0.681,0.0023,0.0504,0.0298,-8.039,0.285,8.0413,0.6787000000000001,0.30400000000000005,78
0.0384,0.618,191947,0.748,4.1e-06,0.0473,0.358,-8.905,0.663,8.9050041,0.7479959,0.13,77
0.659,0.532,214240,0.495,0.0,0.0754,0.0343,-6.662,0.308,6.662,0.495,0.03700000000000003,77
0.013,0.564,146250,0.932,0.169,0.349,0.0554,-10.068,0.619,10.237,0.763,0.3680000000000001,77
0.153,0.754,214667,0.759,0.000108,0.101,0.302,-5.218,0.435,5.218108,0.758892,0.0050000000000000044,77
0.149,0.729,275440,0.844,2.87e-06,0.0604,0.0344,-8.824,0.777,8.82400287,0.84399713,0.11499999999999999,77
